Disease_Trait,Taxa_String,N_Unique_Sample,Taxa,N_Microbes,Compartment,Package,Model,pVal,R_Squared,Adj_R_Squared,x_Trait_Slope_95CI,Intercept_95CI,Parameters,Estimated_Parameter_95CI,AIC,AICc,Minimum_AIC,Minimum_AICc,Best_model
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Moraxellaceae___D_5__Enhydrobacter,8,Enhydrobacter,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.427068644,0.042539687,-0.012701925,0.00504690006982785 + 1.96618218963078 - -1.95381781036922,0.122517548741056 + 2.0183464960783 - -1.9016535039217,"lambda=1,delta=1,kappa=ML",0.143787524962557 -/+ 0.89141809965274,-32.55993646,-31.7027936,model_l,model_l,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Pseudomonadaceae___D_5__Pseudomonas,18,Pseudomonas,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.190289886,0.111474016,0.05223895,0.000354597334790215 + 1.96025848662786 - -1.95974151337214,0.0847611335063641 + 2.06805824089606 - -1.85194175910394,"lambda=1,delta=1,kappa=1",NA,-28.7170385,-27.85989565,model_l,model_l,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Pseudomonadaceae___D_5__Pseudomonas,18,Pseudomonas,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.003400611,0.445845307,0.05223895,0.000735042027965179 + 1.9602115874723 - -1.9597884125277,0.0467216064184952 + 1.99127635470221 - -1.92872364529779,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.400723014587529,-46.64972238,-45.79257952,model_l,model_l,yes
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Pseudomonadaceae___D_5__Pseudomonas,18,Pseudomonas,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.130613879,0.145667792,0.05223895,0.000410607340756244 + 1.96025675132915 - -1.95974324867085,0.0773676627268824 + 2.01610058990029 - -1.90389941009971,"lambda=l,delta=ML,kappa=1",3 -/+ 1.41219737162086,-34.00321561,-33.14607275,model_l,model_l,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Pseudomonadaceae___D_5__Pseudomonas,18,Pseudomonas,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.031848242,0.271832185,0.05223895,0.000662816328087139 + 1.96028009984616 - -1.95971990015384,0.0452141212160869 + 2.0182972242658 - -1.9017027757342,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.58610031196883,-37.05589828,-36.19875542,model_l,model_l,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Photobacterium,11,Photobacterium,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.217921071,0.099312468,0.039266632,3.919005726,0.133110395894169 + 2.064045617945 - -1.855954382055,"lambda=1,delta=1,kappa=1",NA,-28.48593193,-27.62878908,model_l,model_l,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Photobacterium,11,Photobacterium,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.148916966,0.133707266,0.039266632,3.918073744,0.156319395609088 + 1.97945641882953 - -1.94054358117047,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.826856846002858,-39.0544793,-38.19733645,model_l,model_l,yes
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Photobacterium,11,Photobacterium,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.216446485,0.099918264,0.039266632,3.918947015,0.132703689771616 + 2.00803549658164 - -1.91196450341836,"lambda=l,delta=ML,kappa=1",3 -/+ 1.23365603385328,-33.11640285,-32.25925999,model_l,model_l,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Photobacterium,11,Photobacterium,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.233407033,0.093209699,0.039266632,3.918654856,0.132069538195834 + 2.0162947695976 - -1.9037052304024,"lambda=1,delta=1,kappa=ML",0.128939953866764 -/+ 0.889996269817118,-33.48208047,-32.62493761,model_l,model_l,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Vibrio,15,Vibrio,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.261976257,0.083052636,0.021922811,3.919598487,0.134057709325525 + 2.06502805723975 - -1.85497194276025,"lambda=1,delta=1,kappa=1",NA,-28.18177347,-27.32463061,model_l,model_l,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Vibrio,15,Vibrio,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.237583668,0.09164023,0.021922811,3.919256312,0.155803077415582 + 1.98052946636174 - -1.93947053363826,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.841184019130809,-38.24837941,-37.39123656,model_l,model_l,yes
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Vibrio,15,Vibrio,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.267829724,0.081126809,0.021922811,3.919579686,0.133070064458124 + 2.00860934430128 - -1.91139065569872,"lambda=l,delta=ML,kappa=1",3 -/+ 1.22026148914534,-32.7651395,-31.90799664,model_l,model_l,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Vibrio,15,Vibrio,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.342005936,0.060324625,0.021922811,3.91951548,0.1339207331223 + 2.01852540279904 - -1.90147459720096,"lambda=1,delta=1,kappa=ML",0.159644429342017 -/+ 0.917212503765601,-32.87741386,-32.020271,model_l,model_l,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Entomoplasmatales___D_4__Spiroplasmataceae___D_5__Spiroplasma,6,Spiroplasma,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data)",0.617880353,0.017005355,-0.048527622,0.00551506468923875 + 1.9708264907483 - -1.9491735092517,0.119547164206478 + 2.07000036136459 - -1.84999963863541,"lambda=1,delta=1,kappa=1",NA,-26.99936224,-26.14221938,model_l,model_l,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Entomoplasmatales___D_4__Spiroplasmataceae___D_5__Spiroplasma,6,Spiroplasma,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.606534022,0.018115419,-0.048527622,3.916782135,0.146500887562601 + 1.97947285616499 - -1.94052714383501,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.80586309381129,-36.92521426,-36.0680714,model_l,model_l,yes
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Entomoplasmatales___D_4__Spiroplasmataceae___D_5__Spiroplasma,6,Spiroplasma,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.813563225,0.003825976,-0.048527622,0.00219975415950633 + 1.96916484257576 - -1.95083515742424,0.123696579303458 + 2.01250388195841 - -1.90749611804159,"lambda=l,delta=ML,kappa=1",3 -/+ 1.16830538313297,-31.39198425,-30.53484139,model_l,model_l,
growth_rate_mm_per_year,mucus_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Entomoplasmatales___D_4__Spiroplasmataceae___D_5__Spiroplasma,6,Spiroplasma,463791,mucus,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.892589206,0.001255892,-0.048527622,0.00085646025467564 + 1.96623609377227 - -1.95376390622773,0.125254713912318 + 2.02052635690951 - -1.89947364309049,"lambda=1,delta=1,kappa=ML",0.150783253821295 -/+ 0.900242775380927,-31.84219371,-30.98505085,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus,19,Nitrosopumilus,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.004186599,0.410264544,0.373406078,3.916367635,0.1740153149825 + 2.045465386141 - -1.874534613859,"lambda=1,delta=1,kappa=1",NA,-39.95885775,-39.15885775,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus,19,Nitrosopumilus,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.000346217,0.561201128,0.373406078,3.91461078,0.197364412677047 + 1.97803251232566 - -1.94196748767434,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.435358982091571,-53.05915978,-52.25915978,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus,19,Nitrosopumilus,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.003491246,0.422648359,0.373406078,3.916194373,0.175127379128953 + 2.00095663229145 - -1.91904336770855,"lambda=l,delta=ML,kappa=1",3 -/+ 1.32338129496795,-44.90345205,-44.10345205,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus,19,Nitrosopumilus,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.002333719,0.449310788,0.373406078,3.914624524,0.200827571581233 + 2.00524815547163 - -1.91475184452837,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.860385130205608,-45.03856856,-44.23856856,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Bacteroidales___D_4__Rikenellaceae___D_5__Rikenellaceae_RC9_gut_group,5,group,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.6049532,0.017106099,-0.04432477,3.822976464,0.129084549683223 + 2.06889996015331 - -1.85110003984669,"lambda=1,delta=1,kappa=1",NA,-30.76396953,-29.96396953,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Bacteroidales___D_4__Rikenellaceae___D_5__Rikenellaceae_RC9_gut_group,5,group,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.838059077,0.002689789,-0.04432477,3.879669251,0.139445883319709 + 1.979733437317 - -1.940266562683,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.949885843868242,-38.28078702,-37.48078702,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Bacteroidales___D_4__Rikenellaceae___D_5__Rikenellaceae_RC9_gut_group,5,group,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.615225067,0.016157966,-0.04432477,3.824672844,0.127962470534542 + 2.01024424725678 - -1.90975575274322,"lambda=l,delta=ML,kappa=1",3 -/+ 1.20878990994599,-35.30920294,-34.50920294,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Bacteroidales___D_4__Rikenellaceae___D_5__Rikenellaceae_RC9_gut_group,5,group,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.32861031,0.059675209,-0.04432477,3.754929903,0.128908178787421 + 2.01831266532506 - -1.90168733467494,"lambda=1,delta=1,kappa=ML",0.194097064324569 -/+ 0.888887836274705,-35.85860856,-35.05860856,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Bacteroidetes___D_2__Chlorobia___D_3__Chlorobiales___D_4__Chlorobiaceae___D_5__Prosthecochloris,13,Prosthecochloris,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.469598649,0.033154179,-0.027273684,3.91966321,0.129260356746038 + 2.06796852615132 - -1.85203147384868,"lambda=1,delta=1,kappa=1",NA,-31.06028802,-30.26028802,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Bacteroidetes___D_2__Chlorobia___D_3__Chlorobiales___D_4__Chlorobiaceae___D_5__Prosthecochloris,13,Prosthecochloris,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.935289749,0.000424982,-0.027273684,3.91992482,0.13884026460336 + 1.98059210710405 - -1.93940789289595,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.92692578055112,-38.23995689,-37.43995689,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Bacteroidetes___D_2__Chlorobia___D_3__Chlorobiales___D_4__Chlorobiaceae___D_5__Prosthecochloris,13,Prosthecochloris,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.535745564,0.024423112,-0.027273684,3.919692942,0.127977637333693 + 2.00994135188256 - -1.91005864811744,"lambda=l,delta=ML,kappa=1",3 -/+ 1.16835159733986,-35.46105765,-34.66105765,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Bacteroidetes___D_2__Chlorobia___D_3__Chlorobiales___D_4__Chlorobiaceae___D_5__Prosthecochloris,13,Prosthecochloris,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.651938333,0.013033823,-0.027273684,0.000354540685070336 + 1.96077129640734 - -1.95922870359266,0.124784203171924 + 2.01823184810992 - -1.90176815189008,"lambda=1,delta=1,kappa=ML",0.146517313302372 -/+ 0.996977163195325,-34.92902046,-34.12902046,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902,19,CC9902,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.141375479,0.130136489,0.07577002,0.00252317287034432 + 1.96163084628536 - -1.95836915371464,0.10418680092259 + 2.06338304190872 - -1.85661695809128,"lambda=1,delta=1,kappa=1",NA,-32.9629371,-32.1629371,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902,19,CC9902,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.983222371,2.85E-05,0.07577002,3.919932135,0.138713357575993 + 1.99305586756226 - -1.92694413243774,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.968236650510598,-38.23281888,-37.43281888,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902,19,CC9902,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.193145851,0.103419036,0.07577002,0.00237596981095233 + 1.96174894213219 - -1.95825105786781,0.103283203442604 + 2.01036708441678 - -1.90963291558322,"lambda=l,delta=ML,kappa=1",3 -/+ 1.0539278939939,-36.98098443,-36.18098443,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902,19,CC9902,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.358545793,0.052899142,0.07577002,0.00209284640454773 + 1.96221386515587 - -1.95778613484413,0.108737592167073 + 2.02837357813077 - -1.89162642186923,"lambda=1,delta=1,kappa=ML",0.383819296019629 -/+ 1.13212700722857,-35.6088127,-34.8088127,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhizobiales___D_4__Stappiaceae___D_5__Pseudovibrio,8,Pseudovibrio,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.677570207,0.011085137,-0.050722041,3.917518086,0.139126668167687 + 2.07303104022707 - -1.84696895977293,"lambda=1,delta=1,kappa=1",NA,-30.65404239,-29.85404239,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhizobiales___D_4__Stappiaceae___D_5__Pseudovibrio,8,Pseudovibrio,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.43071334,0.039242201,-0.050722041,3.917939255,0.143181948003506 + 1.97938022008264 - -1.94061977991736,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.898126351905504,-38.95289836,-38.15289836,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhizobiales___D_4__Stappiaceae___D_5__Pseudovibrio,8,Pseudovibrio,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.626942293,0.0151167,-0.050722041,3.917853919,0.136186432747269 + 2.01464102364847 - -1.90535897635153,"lambda=l,delta=ML,kappa=1",3 -/+ 1.23619035484519,-35.29016241,-34.49016241,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhizobiales___D_4__Stappiaceae___D_5__Pseudovibrio,8,Pseudovibrio,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.844329317,0.00248314,-0.050722041,3.919269274,0.130450367507162 + 2.02517659168136 - -1.89482340831864,"lambda=1,delta=1,kappa=ML",0.254074179935143 -/+ 0.969155589983175,-34.8190776,-34.0190776,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodobacterales___D_4__Rhodobacteraceae___D_5__Ruegeria,18,Ruegeria,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.21106938,0.095911963,0.039406461,3.913804053,0.171982579618636 + 2.06999436891 - -1.85000563109,"lambda=1,delta=1,kappa=1",NA,-32.26830943,-31.46830943,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodobacterales___D_4__Rhodobacteraceae___D_5__Ruegeria,18,Ruegeria,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.109387335,0.152275155,0.039406461,3.914771092,0.165676355993307 + 1.98368452375361 - -1.93631547624639,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.841624515786819,-41.20589068,-40.40589068,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodobacterales___D_4__Rhodobacteraceae___D_5__Ruegeria,18,Ruegeria,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.21258214,0.095310308,0.039406461,3.914244783,0.166788637330484 + 2.01761110743301 - -1.90238889256699,"lambda=l,delta=ML,kappa=1",3 -/+ 1.21202702733738,-36.81892317,-36.01892317,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodobacterales___D_4__Rhodobacteraceae___D_5__Ruegeria,18,Ruegeria,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.228155253,0.089376979,0.039406461,3.915311065,0.163297575676931 + 2.02618507468408 - -1.89381492531592,"lambda=1,delta=1,kappa=ML",0.252531541444819 -/+ 0.965974932735215,-36.4597069,-35.6597069,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured,19,uncultured,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.001860409,0.463833753,0.430323363,0.000736358069184283 + 1.96019792361726 - -1.95980207638274,0.123195539701506 + 2.04036548846898 - -1.87963451153102,"lambda=1,delta=1,kappa=1",NA,-41.67299383,-40.87299383,model_d,model_d,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured,19,uncultured,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.00269165,0.43999126,0.430323363,0.000729109227335213 + 1.96020564018282 - -1.95979435981718,0.123181022936256 + 2.03727006439015 - -1.88272993560985,"lambda=ML,delta=1,kappa=1",0.991841660952152 -/+ NA,-41.77229113,-40.97229113,model_d,model_d,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured,19,uncultured,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.004146851,0.410920577,0.430323363,0.000731580351796155 + 1.96021898280955 - -1.95978101719045,0.121950184941693 + 1.99867627721946 - -1.92132372278054,"lambda=l,delta=ML,kappa=1",3 -/+ 0.692698349289326,-44.5414809,-43.7414809,model_d,model_d,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured,19,uncultured,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.003190129,0.428714493,0.430323363,0.000731469488957055 + 1.96021109538802 - -1.95978890461198,0.123517029293175 + 2.03453853005146 - -1.88546146994854,"lambda=1,delta=1,kappa=ML",0.878809241498192 -/+ 1.58120044838635,-41.77803233,-40.97803233,model_d,model_d,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55,14,55,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.208690688,0.096867602,0.040421827,3.905411238,0.149458476293851 + 2.06573650811555 - -1.85426349188445,"lambda=1,delta=1,kappa=1",NA,-32.28734585,-31.48734585,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55,14,55,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.100503154,0.159588484,0.040421827,3.909217087,0.148198058042104 + 1.97810403595881 - -1.94189596404119,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.865057552102655,-41.36185052,-40.56185052,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55,14,55,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.176809703,0.11094361,0.040421827,3.907020435,0.146284334941946 + 2.00977495995312 - -1.91022504004688,"lambda=l,delta=ML,kappa=1",3 -/+ 1.29528363599232,-37.13268727,-36.33268727,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55,14,55,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.127859232,0.138801853,0.040421827,3.909796344,0.146938562481396 + 2.01508098831126 - -1.90491901168874,"lambda=1,delta=1,kappa=ML",0.122029256854897 -/+ 0.885255848480682,-37.33915531,-36.53915531,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Sphingomonadales___D_4__Sphingomonadaceae___D_5__Sphingobium,19,Sphingobium,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.284509978,0.071184443,0.013133471,0.00047786799203254 + 1.96043153909316 - -1.95956846090684,0.0967396233798532 + 2.06916704341835 - -1.85083295658165,"lambda=1,delta=1,kappa=1",NA,-31.78260755,-30.98260755,model_l,model_l,
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Sphingomonadales___D_4__Sphingomonadaceae___D_5__Sphingobium,19,Sphingobium,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.033998208,0.251445838,0.013133471,0.000835124213381029 + 1.96036023049355 - -1.95963976950645,0.0837584130178643 + 1.98850091754282 - -1.93149908245718,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.738965946268167,-43.4453165,-42.6453165,model_l,model_l,yes
growth_rate_mm_per_year,all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Sphingomonadales___D_4__Sphingomonadaceae___D_5__Sphingobium,19,Sphingobium,463791,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.220108856,0.092384903,0.013133471,0.000540781464723313 + 1.96042375238723 - -1.95957624761277,0.0912013203167097 + 2.01491229856576 - -1.90508770143424,"lambda=l,delta=ML,kappa=1",3 -/+ 1.32998044314367,-36.76081227,-35.96081227,model_l,model_l,
