	model_name	compartment	formula	n_parameters	x_traits	y_trait	x_trait	R2	Pr(>|t|)	Estimate	Std. Error	t value	CI lower	CI upper	estimated_parameter	parameter_value	n	AIC	AICc	delta_AICc	best_model	filter_column	filter_value	trait_table	tree	results_dir	FDR_q	analysis_label
147	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + latitude	3	"tissue_Endozoicomonas,latitude"	perc_dis	latitude	0.477539711	0.058189522	-0.127439794	0.063925349	-1.993572107	-0.252733478	-0.002146109	kappa : 0.439955057862104 (95% CI  NA  -  NA )	0.439955058	26	157.492181	158.58309	4.543490542	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
150	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	"tissue_Endozoicomonas,latitude,depth,turf_contact_percent"	perc_dis	latitude	0.535881123	0.087812566	-0.118666243	0.066116097	-1.794816228	-0.248253792	0.010921306	delta : 1 (95% CI  0.29836430335127  -  NA )	1	25	157.2056139	160.3635087	6.441503123	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
166	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth	4	"tissue_Endozoicomonas,latitude,depth"	perc_dis	latitude	0.51647211	0.118176579	-0.097207061	0.059780626	-1.626062956	-0.214377088	0.019962965	delta : 1 (95% CI  0.297549740337073  -  NA )	1	26	160.9798379	162.8845998	6.415511752	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
167	BM	tissue	perc_dis ~ tissue_Endozoicomonas + latitude	3	"tissue_Endozoicomonas,latitude"	perc_dis	latitude	0.490766729	0.023650643	-0.127933403	0.052791009	-2.423393787	-0.23140378	-0.024463026	All parameters fixed	1	26	160.3265653	161.4174744	7.377874904	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
53	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	observed_features_all	0.370253101	0.561283861	0.007881973	0.013370995	0.589482882	-0.018325178	0.034089123	delta : 1 (95% CI  0.325302602505045  -  NA )	1	26	165.8492717	166.9401808	12.80447359	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
63	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	observed_features_all	0.370253101	0.561283861	0.007881973	0.013370995	0.589482882	-0.018325178	0.034089123	delta : 1 (95% CI  0.325302602505045  -  NA )	1	26	165.8492717	166.9401808	12.80447359	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
85	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	observed_features_all	0.558754384	0.930214184	-0.001370738	0.015446	-0.0887439	-0.031644898	0.028903422	kappa : 0.184041996926745 (95% CI  NA  -  0.907112906737849 )	0.184041997	25	154.6399025	159.3065691	1.790478993	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
92	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	observed_features_all	0.530279176	0.49910318	-0.011083734	0.016084866	-0.689078441	-0.042610072	0.020442603	All parameters fixed	1	25	159.5055591	164.1722257	6.656135608	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
104	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	observed_features_all	0.406713975	0.595770853	0.007517895	0.013974758	0.537962464	-0.01987263	0.03490842	kappa : 0.215901580093862 (95% CI  NA  -  0.90495786746779 )	0.21590158	26	160.9077288	161.9986378	7.862930599	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
123	BM	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	observed_features_all	0.370253101	0.561283861	0.007881973	0.013370995	0.589482882	-0.018325178	0.034089123	All parameters fixed	1	26	165.8492717	166.9401808	12.80447359	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
164	BM	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	observed_features_all	0.370253101	0.561283861	0.007881973	0.013370995	0.589482882	-0.018325178	0.034089123	All parameters fixed	1	26	165.8492717	166.9401808	12.80447359	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
165	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	observed_features_all	0.406713975	0.595770853	0.007517895	0.013974758	0.537962464	-0.01987263	0.03490842	kappa : 0.215901580093862 (95% CI  NA  -  0.90495786746779 )	0.21590158	26	160.9077288	161.9986378	7.862930599	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
183	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	observed_features_all	0.530279176	0.49910318	-0.011083734	0.016084866	-0.689078441	-0.042610072	0.020442603	delta : 1 (95% CI  0.296969880566974  -  NA )	1	25	159.5055591	164.1722257	6.656135608	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
57	BM	tissue	perc_dis ~ tissue_Endozoicomonas + temperature	3	"tissue_Endozoicomonas,temperature"	perc_dis	temperature	0.484938168	0.027426952	-0.78096043	0.331615606	-2.355017122	-1.430927017	-0.130993842	All parameters fixed	1	26	160.6224648	161.7133739	7.576050293	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
70	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + temperature	3	"tissue_Endozoicomonas,temperature"	perc_dis	temperature	0.484938168	0.027426952	-0.78096043	0.331615606	-2.355017122	-1.430927017	-0.130993842	delta : 1 (95% CI  0.308785473581499  -  NA )	1	26	160.6224648	161.7133739	7.576050293	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
76	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature	4	"tissue_Endozoicomonas,depth,temperature"	perc_dis	temperature	0.514529038	0.12487897	-0.588400608	0.368800354	-1.595444801	-1.311249302	0.134448087	delta : 1 (95% CI  0.306567476218125  -  NA )	1	26	161.0841104	162.9888723	6.558825437	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
79	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	temperature	0.530279176	0.111287705	-0.756926115	0.453216291	-1.670121154	-1.645230046	0.131377816	All parameters fixed	1	25	159.5055591	164.1722257	6.656135608	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
81	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	temperature	0.530279176	0.111287705	-0.756926115	0.453216291	-1.670121154	-1.645230046	0.131377816	delta : 1 (95% CI  0.296969880566974  -  NA )	1	25	159.5055591	164.1722257	6.656135608	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
87	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	temperature	0.558754384	0.147869083	-0.840177023	0.556951999	-1.508526812	-1.93180294	0.251448894	kappa : 0.184041996926745 (95% CI  NA  -  0.907112906737849 )	0.184041997	25	154.6399025	159.3065691	1.790478993	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
101	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent"	perc_dis	temperature	0.559190289	0.127646749	-0.829615052	0.521957094	-1.58943151	-1.852650956	0.193420852	kappa : 0.171310499966546 (95% CI  NA  -  0.860485022384522 )	0.1713105	25	152.6489727	155.8068675	1.730212702	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
106	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent"	perc_dis	temperature	0.518540381	0.138181252	-0.613315478	0.397136366	-1.544344792	-1.391702756	0.165071799	All parameters fixed	1	25	158.122655	161.2805497	7.203894982	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
155	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent"	perc_dis	temperature	0.518540381	0.138181252	-0.613315478	0.397136366	-1.544344792	-1.391702756	0.165071799	delta : 1 (95% CI  0.306748250004833  -  NA )	1	25	158.122655	161.2805497	7.203894982	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
158	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + temperature	3	"tissue_Endozoicomonas,temperature"	perc_dis	temperature	0.502109301	0.036585573	-0.997950906	0.449607608	-2.219604135	-1.879181817	-0.116719994	kappa : 0.283686267062126 (95% CI  NA  -  0.95103657059447 )	0.283686267	26	156.2212764	157.3121855	3.174861853	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
176	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature	4	"tissue_Endozoicomonas,depth,temperature"	perc_dis	temperature	0.514529038	0.12487897	-0.588400608	0.368800354	-1.595444801	-1.311249302	0.134448087	All parameters fixed	1	26	161.0841104	162.9888723	6.558825437	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
179	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature	4	"tissue_Endozoicomonas,depth,temperature"	perc_dis	temperature	0.547396346	0.119720148	-0.775997317	0.479340549	-1.618885192	-1.715504794	0.163510159	kappa : 0.228999438048949 (95% CI  NA  -  0.883955336365318 )	0.228999438	26	155.8393584	157.7441203	1.314073467	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
47	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent"	perc_dis	tissue_Endozoicomonas	0.518540381	0.002951686	0.014036297	0.004148486	3.383474531	0.005905264	0.02216733	delta : 1 (95% CI  0.306748250004833  -  NA )	1	25	158.122655	161.2805497	7.203894982	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
51	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + turf_contact_percent	4	"tissue_Endozoicomonas,depth,turf_contact_percent"	perc_dis	tissue_Endozoicomonas	0.461126301	0.008085119	0.011537592	0.003943918	2.925413533	0.003807512	0.019267672	delta : 1 (95% CI  0.313304126959618  -  NA )	1	25	158.9391264	160.9391264	9.974848497	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
58	BM	tissue	perc_dis ~ tissue_Endozoicomonas + temperature	3	"tissue_Endozoicomonas,temperature"	perc_dis	tissue_Endozoicomonas	0.484938168	0.000150505	0.015045405	0.003321878	4.52918695	0.008534525	0.021556285	All parameters fixed	1	26	160.6224648	161.7133739	7.576050293	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
66	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	tissue_Endozoicomonas	0.370253101	0.001415008	0.013443801	0.003707081	3.626519049	0.006177922	0.02070968	delta : 1 (95% CI  0.325302602505045  -  NA )	1	26	165.8492717	166.9401808	12.80447359	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
69	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	"tissue_Endozoicomonas,turf_contact_percent"	perc_dis	tissue_Endozoicomonas	0.410924829	0.001029808	0.017417314	0.004607728	3.780021671	0.008386166	0.026448461	kappa : 0.173102516117009 (95% CI  NA  -  0.887594025660186 )	0.173102516	25	155.8925768	157.0354339	8.585550757	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
71	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	"tissue_Endozoicomonas,latitude,depth,turf_contact_percent"	perc_dis	tissue_Endozoicomonas	0.535881123	0.002330967	0.013778897	0.003952968	3.485708917	0.006031079	0.021526714	delta : 1 (95% CI  0.29836430335127  -  NA )	1	25	157.2056139	160.3635087	6.441503123	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
72	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth	3	"tissue_Endozoicomonas,depth"	perc_dis	tissue_Endozoicomonas	0.458359074	0.003825797	0.010876845	0.003381696	3.216387839	0.004248721	0.017504968	delta : 1 (95% CI  0.312945701379965  -  NA )	1	26	161.9306894	163.0215984	9.361498003	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
73	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	"tissue_Endozoicomonas,turf_contact_percent"	perc_dis	tissue_Endozoicomonas	0.366032699	0.002702249	0.013594706	0.004023084	3.379175573	0.005709462	0.02147995	delta : 1 (95% CI  0.327188683008134  -  NA )	1	25	161.0020304	162.1448875	13.69500432	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
83	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	tissue_Endozoicomonas	0.530279176	0.004427207	0.013675503	0.004236529	3.227997205	0.005371907	0.0219791	delta : 1 (95% CI  0.296969880566974  -  NA )	1	25	159.5055591	164.1722257	6.656135608	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
89	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	tissue_Endozoicomonas	0.558754384	0.004845509	0.015009371	0.004708468	3.187739627	0.005780773	0.024237968	kappa : 0.184041996926745 (95% CI  NA  -  0.907112906737849 )	0.184041997	25	154.6399025	159.3065691	1.790478993	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
