Disease_Trait,Diversity_Trait,Filtered_column,Filtered_Value,N_Microbes,Compartment,Package,Model,pVal,R_Squared,Adj_R_Squared,x_Trait_Slope_95CI,Intercept_95CI,Parameters,Estimated_Parameter_95CI,AIC,AICc,Minimum_AIC,Minimum_AICc,
perc_dis,gini_index_tissue,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,47958,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.7070306,0.013347676,-0.07634799,3.915688447,0.947670457349049 + 2.00633497079658 - -1.91366502920342,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.268376319558722,-29.63491178,-28.43491178,Model_3l_AIC,Model_3l_AICc,
perc_bbd,gini_index_tissue,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,47958,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.253811682,0.116460124,0.036138317,0.837969095703834 + 2.65591486554413 - -1.26408513445587,0.915134135892139 + 2.13717850556485 - -1.78282149443515,"lambda=1,delta=1,kappa=1",NA,-14.77558029,-13.57558029,,,
perc_bbd,gini_index_tissue,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,47958,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.937618256,0.000582525,-0.090273609,3.8907811,0.916532044756232 + 1.97665782159382 - -1.94334217840618,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.50079895669382,-36.25490351,-35.05490351,,,
perc_bbd,gini_index_tissue,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,47958,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.29824424,0.097775975,0.015755609,0.728605201709627 + 2.62732445512539 - -1.29267554487461,0.918443387863812 + 2.04668583025414 - -1.87331416974586,"lambda=l,delta=ML,kappa=1",3 -/+ 1.15505380451484,-19.11035572,-17.91035572,,,
perc_bbd,gini_index_tissue,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,47958,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.930141317,0.000730859,-0.09011179,0.035739434866868 + 2.35845172718239 - -1.56154827281761,0.940965496117627 + 2.00479903679688 - -1.91520096320312,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.285291216595589,-29.46972818,-28.26972818,Model_3l_AIC,Model_3l_AICc,
perc_wd,gini_index_tissue,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,47958,tissue,caper,"pgls(x_trait~y_trait, data=comp.data)",0.028145167,0.367216151,0.309690347,3.777294082,0.967623976120515 + 2.11040451869724 - -1.80959548130276,"lambda=1,delta=1,kappa=1",NA,-19.11507822,-17.91507822,,,
perc_wd,gini_index_tissue,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,47958,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.235664461,0.12516147,0.045630695,3.859313686,0.935753898857923 + 1.98138756503475 - -1.93861243496525,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.514802976990814,-37.98563579,-36.78563579,,,
perc_wd,gini_index_tissue,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,47958,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.03307197,0.350372965,0.291315962,3.782398242,0.963944103470871 + 2.03448176125954 - -1.88551823874046,"lambda=l,delta=ML,kappa=1",3 -/+ 1.13314746141325,-23.38039355,-22.18039355,,,
perc_wd,gini_index_tissue,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,47958,tissue,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.23522231,0.125382433,0.045871745,3.853081959,0.967323667297693 + 2.00591659148241 - -1.91408340851759,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.384447795410086,-31.20181475,-30.00181475,Model_3l_AIC,Model_3l_AICc,
perc_dis,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.383129373,0.085423817,-0.016195759,5.38990125882843 + 7.83868260155797 - 3.91868260155797,98.6392772917343 + 91.1226632310907 - 87.2026632310907,"lambda=1,delta=1,kappa=1",NA,129.9350302,131.4350302,,,
perc_dis,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.383129373,0.085423817,-0.016195759,5.38990125882843 + 7.83868260155797 - 3.91868260155797,98.6392772917343 + 91.1226632310907 - 87.2026632310907,"lambda=ML,delta=1,kappa=1",1 -/+ NA,129.9350302,131.4350302,,,
perc_dis,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.440384034,0.067502982,-0.036107798,4.80611083804308 + 7.91435569009712 - 3.99435569009712,103.447617302068 + 67.6153735086129 - 63.6953735086129,"lambda=l,delta=ML,kappa=1",2.52215650202115 -/+ 0.161096021861318,129.2322873,130.7322873,,,
perc_dis,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.160078344,0.206670475,0.11852275,8.33947861976125 + 7.40634608916025 - 3.48634608916025,73.5634621260592 + 104.71379753616 - 100.79379753616,"lambda=1,delta=1,kappa=ML",1.78008352147305 -/+ 2.8949984674973,127.9543994,129.4543994,Model_3k_AIC,Model_3k_AICc,
perc_bbd,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.245405279,0.146443953,0.051604393,-128.6119954,162.381045116645 + 77.6324850608976 - 73.7124850608976,"lambda=1,delta=1,kappa=1",NA,129.175485,130.675485,,,
perc_bbd,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.245405279,0.146443953,0.051604393,-128.6119954,162.381045116645 + 77.6324850608976 - 73.7124850608976,"lambda=ML,delta=1,kappa=1",1 -/+ NA,129.175485,130.675485,,,
perc_bbd,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.226020498,0.158020503,0.064467226,-149.5297693,165.643592714672 + 47.8895349418884 - 43.9695349418884,"lambda=l,delta=ML,kappa=1",3 -/+ 0.226498436236398,128.099233,129.599233,,,
perc_bbd,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.292685133,0.121866686,0.024296318,-104.8048562,156.322355461833 + 88.0668669420925 - 84.1468669420925,"lambda=1,delta=1,kappa=ML",1.38196804185141 -/+ 2.29939015527745,128.6821248,130.1821248,Model_3d_AIC,Model_3d_AICc,
perc_wb,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.245405279,0.146443953,0.051604393,-128.6119954,162.381045116645 + 77.6324850608976 - 73.7124850608976,"lambda=1,delta=1,kappa=1",NA,129.175485,130.675485,,,
perc_wb,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.245405279,0.146443953,0.051604393,-128.6119954,162.381045116645 + 77.6324850608976 - 73.7124850608976,"lambda=ML,delta=1,kappa=1",1 -/+ NA,129.175485,130.675485,,,
perc_wb,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.226020498,0.158020503,0.064467226,-149.5297693,165.643592714672 + 47.8895349418884 - 43.9695349418884,"lambda=l,delta=ML,kappa=1",3 -/+ 0.226498436236398,128.099233,129.599233,,,
perc_wb,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.292685133,0.121866686,0.024296318,-104.8048562,156.322355461833 + 88.0668669420925 - 84.1468669420925,"lambda=1,delta=1,kappa=ML",1.38196804185141 -/+ 2.29939015527745,128.6821248,130.1821248,Model_3d_AIC,Model_3d_AICc,
perc_dis,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.254627601,0.14126951,0.045855011,0.00870160168355334 + 1.96715125339676 - -1.95284874660324,0.116947871646983 + 2.06846389259498 - -1.85153610740502,"lambda=1,delta=1,kappa=1",NA,-17.72457696,-16.22457696,,,
perc_dis,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.218797421,0.162599479,0.069554977,0.00661090793071353 + 1.96500088528031 - -1.95499911471969,0.14766333085661 + 1.99756457563166 - -1.92243542436834,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.929764405274316,-23.50658813,-22.00658813,,,
perc_dis,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.234627725,0.152757333,0.058619259,0.00822575536369012 + 1.96645739584684 - -1.95354260415316,0.119982248264375 + 2.02803666317128 - -1.89196333682872,"lambda=l,delta=ML,kappa=1",3 -/+ 0.81732444083143,-20.98879119,-19.48879119,,,
perc_dis,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.080143009,0.301620701,0.224023001,0.00969420133524881 + 1.96491706429481 - -1.95508293570519,0.111958860186559 + 2.02943722006262 - -1.89056277993738,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 1.02663672392282,-21.38635052,-19.88635052,Model_3l_AIC,Model_3l_AICc,
perc_bbd,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.573006461,0.036615861,-0.070426821,0.0831961624700399 + 2.10224832536999 - -1.81775167463001,0.171860444543397 + 2.06092653825086 - -1.85907346174914,"lambda=1,delta=1,kappa=1",NA,-16.45960879,-14.95960879,,,
perc_bbd,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.653714382,0.023356007,-0.085159992,0.0632571750960002 + 2.09635070308791 - -1.82364929691209,0.176775016506879 + 1.99303507762294 - -1.92696492237706,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.938634656236625,-21.81457118,-20.31457118,,,
perc_bbd,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.605000419,0.030925867,-0.076749037,0.077147449023016 + 2.10395205722287 - -1.81604794277713,0.169416683032595 + 2.01599779174472 - -1.90400220825528,"lambda=l,delta=ML,kappa=1",3 -/+ 0.748433469791798,-19.51089764,-18.01089764,,,
perc_bbd,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.537306428,0.043701054,-0.062554384,0.0902910378084921 + 2.10079079855706 - -1.81920920144294,0.184957583579972 + 2.03043719071331 - -1.88956280928669,"lambda=1,delta=1,kappa=ML",0.311460592521606 -/+ 1.31452315276076,-18.2722926,-16.7722926,Model_3l_AIC,Model_3l_AICc,
perc_wb,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.573006461,0.036615861,-0.070426821,0.0831961624700399 + 2.10224832536999 - -1.81775167463001,0.171860444543397 + 2.06092653825086 - -1.85907346174914,"lambda=1,delta=1,kappa=1",NA,-16.45960879,-14.95960879,,,
perc_wb,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.653714382,0.023356007,-0.085159992,0.0632571750960002 + 2.09635070308791 - -1.82364929691209,0.176775016506879 + 1.99303507762294 - -1.92696492237706,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.938634656236625,-21.81457118,-20.31457118,,,
perc_wb,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.605000419,0.030925867,-0.076749037,0.077147449023016 + 2.10395205722287 - -1.81604794277713,0.169416683032595 + 2.01599779174472 - -1.90400220825528,"lambda=l,delta=ML,kappa=1",3 -/+ 0.748433469791798,-19.51089764,-18.01089764,,,
perc_wb,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.537306428,0.043701054,-0.062554384,0.0902910378084921 + 2.10079079855706 - -1.81920920144294,0.184957583579972 + 2.03043719071331 - -1.88956280928669,"lambda=1,delta=1,kappa=ML",0.311460592521606 -/+ 1.31452315276076,-18.2722926,-16.7722926,Model_3l_AIC,Model_3l_AICc,
perc_dis,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.547581625,0.0415783,-0.064913,0.00107533724603329 + 1.96172095053439 - -1.95827904946561,0.959933184598334 + 1.98610185705462 - -1.93389814294538,"lambda=1,delta=1,kappa=1",NA,-49.06161604,-47.56161604,,,
perc_dis,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.441456492,0.067197811,-0.036446877,0.0012526686489221 + 1.96155572262836 - -1.95844427737164,0.9623781248376 + 1.97168594299997 - -1.94831405700003,"lambda=ML,delta=1,kappa=1",1e-06 -/+ NA,-49.19543378,-47.69543378,,,
perc_dis,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.449819515,0.064853413,-0.039051763,0.00132144971464535 + 1.96167264129738 - -1.95832735870262,0.957845975981479 + 1.97762334774815 - -1.94237665225185,"lambda=l,delta=ML,kappa=1",3 -/+ 0.33351178934102,-50.70687793,-49.20687793,,,
perc_dis,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.655022243,0.023169936,-0.085366738,0.000807805578983002 + 1.96174836735057 - -1.95825163264943,0.962192568431151 + 1.98894603321579 - -1.93105396678421,"lambda=1,delta=1,kappa=ML",1.39795173540476 -/+ 2.93667792206981,-49.37668866,-47.87668866,Model_3d_AIC,Model_3d_AICc,
perc_bbd,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.961710794,0.000270634,-0.110810406,3.918370717,0.968642904830369 + 1.98341980091118 - -1.93658019908882,"lambda=1,delta=1,kappa=1",NA,-48.59745191,-47.09745191,,,
perc_bbd,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.536016636,0.043972438,-0.062252847,0.0255833774625307 + 1.99976322112578 - -1.92023677887422,0.965735012760587 + 1.96963384175277 - -1.95036615824723,"lambda=ML,delta=1,kappa=1",1e-06 -/+ NA,-48.92490439,-47.42490439,,,
perc_bbd,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.904428226,0.001691722,-0.10923142,0.00444871529812385 + 1.9960231079165 - -1.9239768920835,0.967139418139975 + 1.9740130994584 - -1.9459869005416,"lambda=l,delta=ML,kappa=1",3 -/+ 0.276563855891819,-49.9879308,-48.4879308,,,
perc_bbd,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.537210907,0.043721115,-0.062532095,3.902425914,0.971847822072214 + 1.98995028120159 - -1.93004971879841,"lambda=1,delta=1,kappa=ML",1.72992657383053 -/+ NA,-49.46029948,-47.96029948,Model_3d_AIC,Model_3d_AICc,
perc_wb,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.961710794,0.000270634,-0.110810406,3.918370717,0.968642904830369 + 1.98341980091118 - -1.93658019908882,"lambda=1,delta=1,kappa=1",NA,-48.59745191,-47.09745191,,,
perc_wb,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.536016636,0.043972438,-0.062252847,0.0255833774625307 + 1.99976322112578 - -1.92023677887422,0.965735012760587 + 1.96963384175277 - -1.95036615824723,"lambda=ML,delta=1,kappa=1",1e-06 -/+ NA,-48.92490439,-47.42490439,,,
perc_wb,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.904428226,0.001691722,-0.10923142,0.00444871529812385 + 1.9960231079165 - -1.9239768920835,0.967139418139975 + 1.9740130994584 - -1.9459869005416,"lambda=l,delta=ML,kappa=1",3 -/+ 0.276563855891819,-49.9879308,-48.4879308,,,
perc_wb,gini_index_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,449603,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.537210907,0.043721115,-0.062532095,3.902425914,0.971847822072214 + 1.98995028120159 - -1.93004971879841,"lambda=1,delta=1,kappa=ML",1.72992657383053 -/+ NA,-49.46029948,-47.96029948,Model_3d_AIC,Model_3d_AICc,
perc_dis,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.128879351,0.476759427,0.345949284,-17.85039775,229.290677661489 + 171.522735078334 - 167.602735078334,"lambda=1,delta=1,kappa=1",NA,79.85585043,83.85585043,,,
perc_dis,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.25757905,0.30314034,0.128925426,-20.22693927,233.367235360229 + 55.1376492289875 - 51.2176492289875,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.813814946341881,72.19596996,76.19596996,,,
perc_dis,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.134358774,0.467253233,0.334066541,-18.10385188,229.618116422857 + 94.4609515590203 - 90.5409515590203,"lambda=l,delta=ML,kappa=1",3 -/+ 0.83003816047871,76.53264499,80.53264499,,,
perc_dis,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.19764836,0.373192594,0.216490742,-22.30974434,237.473439626659 + 81.3474277180971 - 77.4274277180971,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.703515332053261,74.15496713,78.15496713,Model_3l_AIC,Model_3l_AICc,
perc_bbd,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.667067854,0.050981968,-0.18627254,-368.5858398,207.326952002146 + 236.750183294803 - 232.830183294803,"lambda=1,delta=1,kappa=1",NA,83.42816916,87.42816916,,,
perc_bbd,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.293735648,0.26715596,0.083944951,-320.7311431,201.578875466146 + 42.1327940805186 - 38.2127940805186,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.671938094899508,72.49806317,76.49806317,,,
perc_bbd,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.59577423,0.076470332,-0.154412085,-359.0855632,206.251636727679 + 128.738850960653 - 124.818850960653,"lambda=l,delta=ML,kappa=1",3 -/+ 0.919149440842886,79.83358533,83.83358533,,,
perc_bbd,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.426659204,0.163415918,-0.045730102,-279.1905806,198.16088817865 + 84.8526155392903 - 80.9326155392903,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.559668454460699,75.88709336,79.88709336,Model_3l_AIC,Model_3l_AICc,
perc_wb,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.667067854,0.050981968,-0.18627254,-368.5858398,207.326952002146 + 236.750183294803 - 232.830183294803,"lambda=1,delta=1,kappa=1",NA,83.42816916,87.42816916,,,
perc_wb,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.293735648,0.26715596,0.083944951,-320.7311431,201.578875466146 + 42.1327940805186 - 38.2127940805186,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.671938094899508,72.49806317,76.49806317,,,
perc_wb,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.59577423,0.076470332,-0.154412085,-359.0855632,206.251636727679 + 128.738850960653 - 124.818850960653,"lambda=l,delta=ML,kappa=1",3 -/+ 0.919149440842886,79.83358533,83.83358533,,,
perc_wb,observed_features_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.426659204,0.163415918,-0.045730102,-279.1905806,198.16088817865 + 84.8526155392903 - 80.9326155392903,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.559668454460699,75.88709336,79.88709336,Model_3l_AIC,Model_3l_AICc,
perc_dis,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.003585196,0.903838759,0.879798448,0.0140395088738437 + 1.96228968885406 - -1.95771031114594,0.0994137288060798 + 1.99404626330728 - -1.92595373669272,"lambda=1,delta=1,kappa=1",NA,-22.30324521,-18.30324521,,,
perc_dis,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.003585196,0.903838759,0.879798448,0.0140395088738437 + 1.96228968885406 - -1.95771031114594,0.0994137288060798 + 1.99404626330728 - -1.92595373669272,"lambda=ML,delta=1,kappa=1",1 -/+ 0.748162617034623,-22.30324521,-18.30324521,,,
perc_dis,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.00556001,0.880751406,0.850939258,0.0140152881734903 + 1.96257852886323 - -1.95742147113677,0.0993232315710752 + 1.98835655019833 - -1.93164344980167,"lambda=l,delta=ML,kappa=1",1.66253137097262 -/+ 0.0887043699704207,-22.4959383,-18.4959383,,,
perc_dis,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",8.85E-08,0.999514254,0.999392817,0.0141816283298694 + 1.96015631704166 - -1.95984368295834,0.0975265749253413 + 2.00219750007543 - -1.91780249992457,"lambda=1,delta=1,kappa=ML",2.73395100110884 -/+ NA,-29.54033158,-25.54033158,Model_3k_AIC,Model_3k_AICc,
perc_bbd,dominance_all,most_abundant_class_all,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,14188,all,caper,"pgls(x_trait~y_trait, data=comp.data)",0.59926998,0.075082096,-0.15614738,0.21173014583104 + 2.33156611471577 - -1.58843388528423,0.115917464301236 + 2.0685635439681 - -1.8514364560319,"lambda=1,delta=1,kappa=1",NA,-8.721173602,-4.721173602,,,
